candidate_id;name;former_names;name_key;name_key_compact;name_key_without_prefix;eni;imo;year_built;length_m;width_m;passengers;operator;home_port;flag;flag_text;article_url;source_revision_id
CAN-35756340C7C8;Gospodin Velikiy Novgorod;Sevan|Geroy Y. Gagarin;gospodin velikiy novgorod;gospodinvelikiynovgorod;gospodin velikiy novgorod;;;1954;65.2;12.0;;;Weliki Nowgorod;;Sowjetunion → Russland;;268617530
CAN-3E5BF8296C19;Grace;;grace;grace;grace;07002029;;2016;135.0;11.45;142;Scylla (Tauck Tours);Basel;CH;Schweiz;;268617530
CAN-D738F6CD98E5;Grand Rose;;grand rose;grandrose;grand rose;;;2004;72.0;14.4;128;Orient Hotels & Resorts;;;Agypten;;268617530
CAN-051BA0DD798C;Gretha van Holland;Jan van Scorel;gretha van holland;grethavanholland;gretha van holland;03270481;;1950;38.5;5.05;24;Bob Bel Sail & Cruises;Zutphen;NL;Niederlande;;268617530
CAN-570E047B35D1;Gruziya;;gruziya;gruziya;gruziya;;;1953;80.22;12.5;233;;Kasan;;Sowjetunion;;268617530
CAN-C92E10F20D2A;Hapi V;Nile Delta;hapi v;hapiv;hapi v;;;2005;72.0;14.4;138;Walton Hotels;;;Agypten;;268617530
CAN-A0EC2D79031F;Heidelberg;;heidelberg;heidelberg;heidelberg;04802890;;2004;109.79;11.22;160;Nicko Cruises;Basel;CH;Deutschland → Schweiz;;268617530
CAN-BD0F23E1E6B2;Hispania;Helvetia;hispania;hispania;hispania;04804450;;1961;93.2;11.6;144;Vesalia Schiffahrt;Oberwesel;DE;Deutschland;https://de.wikipedia.org/wiki/Hispania_(Schiff,_1961);268617530
CAN-2B06A5E5726E;Historia;;historia;historia;historia;;;2021;72.0;;;Historia Cruises;;;Agypten;;268617530
CAN-BCE5F31601B0;Holland;Verandering|Germa;holland;holland;holland;02301864;;1924;37.73;5.33;28;J.H. Sieben;Venlo;NL;Niederlande;;268617530
CAN-DD4AF5243AAC;Horizon;Triton|Victoria Cruziana|Victoria Amazonica;horizon;horizon;horizon;02316938;;1956;80.0;9.0;99;Vof. de Bruin-Edelijn;Rotterdam;NL;Niederlande;;268617530
CAN-8490E9992BC5;I. A. Krylov;;i a krylov;iakrylov;i a krylov;;;1956;95.8;14.3;263;;Moskau;;Sowjetunion → Russland;;268617530
CAN-C30272011EA6;I. S. Turgenev;;i s turgenev;isturgenev;i s turgenev;;;1959;95.8;14.3;;;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-068CD262F259;Ilja Muromez;;ilja muromez;iljamuromez;ilja muromez;;;1958;95.8;14.3;140;Tsezar Travel;Moskau;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Ilja_Muromez_(Schiff,_1958);268617530
CAN-5B21BE630E6C;Ilya Repin;;ilya repin;ilyarepin;ilya repin;;;1975;110.1;14.5;220;Mosturflot;Moskau;;Sowjetunion → Russland;;268617530
CAN-E0D3E48CD1E3;Ilyich;;ilyich;ilyich;ilyich;;;1956;95.8;14.3;172;;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-2E10D78CA106;Infante Don Henrique;;infante don henrique;infantedonhenrique;infante don henrique;01823121;;2003;75.0;11.4;142;CroisiEurope;;FR;Frankreich;;268617530
CAN-B250B481054C;Inspire;;inspire;inspire;inspire;65000006;;2014;135.0;11.45;142;Scylla (Tauck Tours);Basel;CH;Schweiz;;268617530
CAN-EE5F097CE845;Invicta;;invicta;invicta;invicta;;;2004;68.0;8.65;80;DouroAzul;;PT;Portugal;;268617530
CAN-C933E19FDFC1;Ippolitov-Ivanov;;ippolitov ivanov;ippolitovivanov;ippolitov ivanov;;;1956;80.22;12.5;233;PassazhirRechTrans;Krasnojarsk;;Sowjetunion → Russland;;268617530
CAN-E3A8B7CFFFA1;Ivan Bunin;Aleksey Vatchenko;ivan bunin;ivanbunin;ivan bunin;;8521921;1985;129.1;16.7;260;Orthodox Cruise Company;Rostow am Don;UA;Sowjetunion → Ukraine → Russland;;268617530
CAN-E39AD1AF7F6F;Ivan Kulibin;Andrey Zhdanov;ivan kulibin;ivankulibin;ivan kulibin;;;1960;96.27;14.98;296;Gama;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-6039039E9383;Jane Austen;;jane austen;janeausten;jane austen;07002009;;2015;110.0;11.45;148;Scylla (Rivieratravel);Valletta;MT;Malta;;268617530
CAN-69DE60599868;Jeanine;;jeanine;jeanine;jeanine;07001430;;2013;40.0;5.7;22;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-5B28BDAE7BCE;Johannes Brahms;;johannes brahms;johannesbrahms;johannes brahms;04033510;;1998;81.95;9.5;80;Swiss River Cruises;Hamburg;DE;Deutschland;https://de.wikipedia.org/wiki/Johannes_Brahms_(Schiff);268617530
CAN-1BBF3E15E2D2;Joy;;joy;joy;joy;07002045;;2016;135.0;11.45;142;Scylla (Tauck Tours);Basel;CH;Schweiz;;268617530
CAN-97832588C09A;Junker Jörg;Theodor Fontane|Viking Fontane;junker jorg;junkerjorg;junker jorg;05113670;;1991;94.8;11.0;112;Luther Travel Cruises GmbH;Lutherstadt Wittenberg;DE;Deutschland;https://de.wikipedia.org/wiki/Junker_J%C3%B6rg_(Schiff);268617530
CAN-C74A2C65AE16;Juno;;juno;juno;juno;;8634132;1874;31.45;6.87;125;Strömma Kanalbolaget;Göteborg;SE;Schweden;https://de.wikipedia.org/wiki/Juno_(Schiff,_1874);268617530
CAN-25D15E67EAD0;K. A. Timiryazev;;k a timiryazev;katimiryazev;k a timiryazev;;;1959;95.8;14.3;;;Astrachan;;Sowjetunion → Russland;;268617530
CAN-0E4E154BCA6B;Kapitan Pushkaryov;XXI Syezd KPSS;kapitan pushkaryov;kapitanpushkaryov;kapitan pushkaryov;;;1960;96.27;14.98;312;Volga-Flot-Tur;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-FD28A854C767;Kapitan Rodin;A. P. Chekhov|Baykal;kapitan rodin;kapitanrodin;kapitan rodin;;;1957;80.22;14.0;259;PassashirRetschTrans;Krasnojarsk;;Sowjetunion → Russland;;268617530
CAN-1F9A74A42913;Kareliya;;kareliya;kareliya;kareliya;;;1955;80.22;12.5;233;;Samara;;Sowjetunion;;268617530
CAN-3AC49229822E;Karl Marks;;karl marks;karlmarks;karl marks;;;1958;80.22;14.0;233;;Kiew;;Sowjetunion;;268617530
CAN-759E7C76C7E8;Karl Marks;;karl marks;karlmarks;karl marks;;;1957;95.8;14.3;148;Infoflot;Moskau;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Severnaya_Skazka_(Schiff,_1957);268617530
CAN-76BCCECFBCDD;Katharina von Bora;;katharina von bora;katharinavonbora;katharina von bora;05803950;;2000;82.92;9.5;80;Nicko Cruises;Basel;CH;Deutschland → Schweiz;https://de.wikipedia.org/wiki/Katharina_von_Bora_(Schiff);268617530
CAN-6A8B7A1B958B;Kazakhstan;;kazakhstan;kazakhstan;kazakhstan;;;1954;80.22;12.5;233;;Omsk;;Sowjetunion;;268617530
CAN-9ECAF048B03E;Khirurg Razumovskiy;;khirurg razumovskiy;khirurgrazumovskiy;khirurg razumovskiy;;;1961;95.8;14.3;160;Volga;Perm;;Sowjetunion → Russland;;268617530
CAN-91182B3879E2;King of Thebes;Queen Nabila;king of thebes;kingofthebes;king of thebes;;;1998;72.5;14.4;130;Nabila Grand;;;Agypten;;268617530
CAN-F368D8929CAD;King Tut I;Queen of Escape;king tut i;kingtuti;king tut i;;;2003;72.0;14.3;160;Shalakami Nile Fleet;;;Agypten;;268617530
CAN-D46F3DBC7345;Klara Tsetkin;;klara tsetkin;klaratsetkin;klara tsetkin;;;1961;96.27;14.98;312;;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-58523A0F352F;Knyaz Donskoy;Dmitriy Donskoy|Kabargin|†;knyaz donskoy;knyazdonskoy;knyaz donskoy;;;1957;95.8;14.3;;Farvater;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-C1C0D5008A55;Knyaz Vorontsov;Estoniya|Kievskaya Rus;knyaz vorontsov;knyazvorontsov;knyaz vorontsov;;;1955;80.22;12.5;259;;Moskau;;Sowjetunion → Russland;;268617530
CAN-770DEA2CD697;Knyazhna Anastasiya;Nikolay Bauman;knyazhna anastasiya;knyazhnaanastasiya;knyazhna anastasiya;;8922450;1989;129.1;16.7;332;MosTurFlot;Moskau;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Knyazhna_Anastasiya;268617530
CAN-7E48B22E5A33;Knyazhna Viktoriya;Aleksandr Griboyedov;knyazhna viktoriya;knyazhnaviktoriya;knyazhna viktoriya;;8225694;1982;125.0;16.7;360;MosTurFlot;Moskau;;Sowjetunion → Russland;;268617530
CAN-65E0CEA5D2B2;Kolomenskiy Shtandart;Uzbekistan|Tsar Petr;kolomenskiy shtandart;kolomenskiyshtandart;kolomenskiy shtandart;;;1953;80.22;12.5;233;;Moskau;;Sowjetunion → Russland;;268617530
CAN-A295281CA8BE;Kompozitor Alyabyev;;kompozitor alyabyev;kompozitoralyabyev;kompozitor alyabyev;;;1958;80.22;14.0;259;;Omsk;;Sowjetunion → Russland;;268617530
CAN-C8AE3C164277;Kompozitor Balakirev;;kompozitor balakirev;kompozitorbalakirev;kompozitor balakirev;;;1957;80.22;14.0;259;;Omsk;;Sowjetunion → Russland;;268617530
CAN-562C68D0AB37;Kompozitor Glazunov;;kompozitor glazunov;kompozitorglazunov;kompozitor glazunov;;;1956;80.22;12.5;150;Junona i Avos;Perm;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Kompozitor_Glazunov;268617530
CAN-B00FFA52349F;Kompozitor Glinka;;kompozitor glinka;kompozitorglinka;kompozitor glinka;;;1956;80.22;12.5;150;;Perm;;Sowjetunion → Russland;;268617530
CAN-B0AFAE888C19;Kompozitor Kalinnikov;;kompozitor kalinnikov;kompozitorkalinnikov;kompozitor kalinnikov;;;1957;80.22;14.0;259;;Krasnojarsk;;Sowjetunion → Russland;;268617530
CAN-C3D6242FDFAE;Kompozitor Prokofyev;;kompozitor prokofyev;kompozitorprokofyev;kompozitor prokofyev;;;1957;80.22;14.0;259;;Krasnojarsk;;Sowjetunion → Russland;;268617530
CAN-B42810DF42E7;Kompozitor Skryabin;;kompozitor skryabin;kompozitorskryabin;kompozitor skryabin;;;1957;80.22;14.0;259;;Perm;;Sowjetunion → Russland;;268617530
CAN-FD7312DF9648;Königstein;;konigstein;konigstein;konigstein;05502420;;1992;67.0;8.2;74;Favorit-Reisen;Heilbronn;DE;Deutschland;https://de.wikipedia.org/wiki/K%C3%B6nigstein_(Schiff,_1992);268617530
CAN-CB2C2063E615;Konstantin Fedin;;konstantin fedin;konstantinfedin;konstantin fedin;;8031354;1980;125.0;16.7;256;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Konstantin_Fedin_(Schiff);268617530
CAN-6779FF9A13E3;Konstantin Korotkov;Sovetskaya Ukraina;konstantin korotkov;konstantinkorotkov;konstantin korotkov;;7515432;1976;125.0;16.7;248;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-4FEB626E1B50;Konstantin Simonov;;konstantin simonov;konstantinsimonov;konstantin simonov;;8422618;1984;129.1;16.7;258;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Konstantin_Simonov_(Schiff,_1984);268617530
CAN-2C1782F3DF76;Korolenko;;korolenko;korolenko;korolenko;;;1954;65.2;12.0;;;Sankt Petersburg;;Sowjetunion → Russland;;268617530
CAN-1275A2C190F9;Kosmonavt Gagarin;Kavkaz;kosmonavt gagarin;kosmonavtgagarin;kosmonavt gagarin;;;1958;95.8;14.3;201;AkademFlot;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-81DA90069CB9;Kozma Minin;;kozma minin;kozmaminin;kozma minin;;;1960;95.8;14.3;;Gamma;Perm;;Sowjetunion → Russland;;268617530
CAN-BF1948CFBFFE;Kremas;Tadzhikistan;kremas;kremas;kremas;;;1954;80.22;12.5;233;;Nawaschino;;Sowjetunion → Russland;;268617530
CAN-80F0CBEF9276;Kronshtadt;Aleksandr Ulyanov;kronshtadt;kronshtadt;kronshtadt;;7706691;1979;125.0;16.7;270;Vodohod;Sankt Petersburg;UA;Sowjetunion → Ukraine → Russland;;268617530
CAN-9500E4B09286;Kurmangazy;Cézanne G. I.|Kazan, London Night;kurmangazy;kurmangazy;kurmangazy;;9172088;1999;126.5;11.2;150;;Aqtau;;→ Russland → Belize → Kasachstan;;268617530
CAN-50AE1A5F6B3C;L'Europe;;l europe;leurope;l europe;01823178;;2006;110.0;11.4;180;Croisi Europe;Straßburg;FR;Frankreich;https://de.wikipedia.org/wiki/L%27Europe;268617530
CAN-A63F635FEC82;La Belle de Cadix;;la belle de cadix;labelledecadix;la belle de cadix;;9068938;2005;110.0;11.4;176;CroisiEurope;Brüssel;BE;Belgien;;268617530
CAN-5C4E65C852CC;La Belle de L'Adriatique;;la belle de l adriatique;labelledeladriatique;la belle de l adriatique;;9432799;2007;110.65;11.9;198;CroisiEurope;Brüssel;BE;Belgien;;268617530
CAN-FC6A4BA7B11E;La Boheme;;la boheme;laboheme;la boheme;01822744;;1995;110.0;10.14;162;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-89E00455262E;La Sarah;Giselle;la sarah;lasarah;la sarah;;;1996;72.0;14.0;118;Extension Group;;;Agypten;;268617530
CAN-1CE87C187EAD;La Terrasse;Queen Nefer II;la terrasse;laterrasse;la terrasse;;;2006;74.0;14.0;140;Pharao Hotels;;;Agypten;https://de.wikipedia.org/wiki/La_Terrasse;268617530
CAN-F5EFD7EBF91F;Lady Anne;Waalwijk|Avanti;lady anne;ladyanne;lady anne;02007059;;1903;67.35;8.41;100;Nieuwe Rijnvaart Mij;Maasbommel;NL;Niederlande;;268617530
CAN-D6C28E4C74F3;Lady Cristina;Amadagio|Monarch Queen|Klimt;lady cristina;ladycristina;lady cristina;07001828;;2006;110.0;11.4;150;;;DE;Deutschland;https://de.wikipedia.org/wiki/Lady_Cristina;268617530
CAN-C8F791CBB036;Lafayette;Ste. Odile;lafayette;lafayette;lafayette;01822624;;1992;90.0;10.0;82;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-3812EE6E3F48;Lan Diep;;lan diep;landiep;lan diep;;;2007;50.0;10.0;44;Compagnie Fluviale du Mekong;;;Kambodscha;https://de.wikipedia.org/wiki/Lan_Diep;268617530
CAN-F380EE6E4F46;Le Fayan II;;le fayan ii;lefayanii;le fayan ii;;;2005;75.0;14.25;118;;;;Agypten;;268617530
CAN-B600502D460F;Le Scribe;Etoile du Nil III;le scribe;lescribe;le scribe;;;1986;72.0;11.7;87;;;;Agypten;;268617530
CAN-CF36A974BDAC;Lebedinoye Ozero;General Vatutin;lebedinoye ozero;lebedinoyeozero;lebedinoye ozero;;8620088;1986;129.1;16.7;280;InfoFlot;Nischni Nowgorod;UA;Sowjetunion → Ukraine → Belize → Russland;;268617530
CAN-FDAF31F401AA;Legacy;Steigenberger Legacy;legacy;legacy;legacy;;;2005;72.0;14.0;150;Travcotels;;;Agypten;;268617530
CAN-A02E59B59C7C;Lenin;;lenin;lenin;lenin;;8707678;1987;129.1;16.7;318;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Lenin_(Schiff,_1987);268617530
CAN-B45C037C0DB5;Leonardo da Vinci;;leonardo da vinci;leonardodavinci;leonardo da vinci;01823119;;2003;105.0;11.4;144;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-F8706C7B5243;Leonid Krasin;;leonid krasin;leonidkrasin;leonid krasin;;8922448;1989;129.1;16.7;332;MosTurFlot;Moskau;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Leonid_Krasin;268617530
CAN-A3777288B131;Leonid Sobolev;;leonid sobolev;leonidsobolev;leonid sobolev;;8501000;1985;129.1;16.7;286;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-6565956C10C0;Leonora;Avalon Scenery|Countess;leonora;leonora;leonora;02329477;;2008;110.0;11.45;138;;Arnhem;NL;Niederlande;;268617530
CAN-D8D465FAABA5;Lev Tolstoy;;lev tolstoy;levtolstoy;lev tolstoy;;;1979;115.6;16.46;220;Vodohod;Rostow am Don;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Lev_Tolstoy_(Schiff);268617530
CAN-8689BF51FFEA;Liberté;Anna-Ilona;liberte;liberte;liberte;04305280;;1935;37.66;5.05;12;Johann & Thomas Magner GbR;Neckargemünd;DE;Deutschland;;268617530
CAN-4822ED76384D;Liberty;;liberty;liberty;liberty;;;1993;72.0;15.1;144;MG Travel;;;Agypten;;268617530
CAN-28635D8DB273;Litva;;litva;litva;litva;;;1955;80.22;12.5;233;;Krasnojarsk;;Sowjetunion → Russland;;268617530
CAN-22F545F87412;Loire Princesse;;loire princesse;loireprincesse;loire princesse;;;2015;90.0;15.3;96;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-11C1E4BE0FCD;Lord Byron;;lord byron;lordbyron;lord byron;65000004;;2012;110.0;11.45;148;Scylla (Rivieratravel);Valletta;MT;Malta;;268617530
CAN-137EA97B360C;Lunnaya Sonata;Marshal Rybalko|Zirka Dnipra;lunnaya sonata;lunnayasonata;lunnaya sonata;;8707692;1988;129.1;16.7;280;;Nischni Nowgorod;UA;Sowjetunion → Ukraine → Belize → Russland;https://de.wikipedia.org/wiki/Lunnaya_Sonata;268617530
CAN-162F5798374F;M. Yu. Lermontov;;m yu lermontov;myulermontov;m yu lermontov;;;1958;80.22;14.0;259;PassashirRetschTrans;Krasnojarsk;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/M._Yu._Lermontov;268617530
CAN-32F99B2C6982;Madeleine;;madeleine;madeleine;madeleine;01840221;;2014;40.0;5.7;22;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-F84071F5C931;Magic I;;magic i;magici;magic i;;;2001;71.0;14.0;140;Flash Tour;;;Agypten;;268617530
CAN-5DFEF5544B9A;Magnifique;Princesse Royale;magnifique;magnifique;magnifique;02324958;;1999;48.5;7.2;32;Walter van Berkum und Marion Heeren;Koudum;NL;Niederlande;;268617530
CAN-4F28DBEA477D;Maksim Gorkiy;;maksim gorkiy;maksimgorkiy;maksim gorkiy;;;1974;110.1;14.5;160;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Maksim_Gorkiy;268617530
CAN-B7E444C9FEAC;Maksim Litvinov;;maksim litvinov;maksimlitvinov;maksim litvinov;;;1991;129.1;16.7;260;Doninturflot;Rostow am Don;;Sowjetunion → Russland;;268617530
CAN-E58D74D705B7;Malaga;Moon River;malaga;malaga;malaga;;8912950;2001;64.0;11.6;98;;;;Agypten;;268617530
CAN-16B1EA00B38A;Mamin-Sibiryak;;mamin sibiryak;maminsibiryak;mamin sibiryak;;;1956;65.2;12.0;;;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-9F7305928A61;Maxima I;Maxima|TUI Maxima;maxima i;maximai;maxima i;09948005;;2003;127.7;11.4;180;Nicko Cruises;Valletta;MT;Malta;;268617530
CAN-48971223D2B8;Mayak;Latviya|Mikhail Godenko;mayak;mayak;mayak;;;1955;80.22;12.5;233;;Krasnojarsk;;Sowjetunion → Russland;;268617530
CAN-EEF8868ADF69;Mayfair;;mayfair;mayfair;mayfair;;;2011;74.5;14.2;146;Mayfair Cruises;;;Agypten;https://de.wikipedia.org/wiki/Mayfair;268617530
CAN-3130B42A52B6;Mayflower;;mayflower;mayflower;mayflower;;;2019;77.0;14.0;108;Mayfair Cruises;;;Agypten;https://de.wikipedia.org/wiki/Mayflower;268617530
CAN-6CFA7F599E3A;Mekhanik Kulibin;;mekhanik kulibin;mekhanikkulibin;mekhanik kulibin;;;1955;65.2;12.0;;;Jakutsk;;Sowjetunion → Russland;;268617530
CAN-C2ED919D256D;Mekong Explorer;;mekong explorer;mekongexplorer;mekong explorer;;;2010;43.0;8.4;32;Mekong River Cruises;Luang Prabang;;Laos;;268617530
CAN-872EAD1A8644;Mekong Island Cruise;;mekong island cruise;mekongislandcruise;mekong island cruise;;;2009;31.0;8.0;22;Mekong Island Cruise;Luang Prabang;;Laos;;268617530
CAN-8B36505D30C5;Mekong Prestige II;;mekong prestige ii;mekongprestigeii;mekong prestige ii;;;2013;68.0;13.0;64;Mekong Waterways;Vietnam;;Vietnam;;268617530
CAN-E1CFED96DF02;Mekong Sun;;mekong sun;mekongsun;mekong sun;;;2006;40.0;7.5;28;Mekong River Cruises;Luang Prabang;;Laos;;268617530
CAN-A555373557D6;Merlijn;Secunda|Adelaar, Frisica II;merlijn;merlijn;merlijn;03030887;;1930;50.0;6.8;24;Merlijn BV;Dordrecht;NL;Niederlande;;268617530
CAN-84EEEF820950;Michelangelo;;michelangelo;michelangelo;michelangelo;;;2000;110.0;11.4;158;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-C2FB9133BF06;Mikhail Bulgakov;V. I. Lenin|Maksym Rilskiy|Maksim Rylskiy;mikhail bulgakov;mikhailbulgakov;mikhail bulgakov;;7706689;1978;125.0;16.7;300;MosTurFlot;Moskau;UA;Sowjetunion → Ukraine → Russland;;268617530
CAN-46BFEA5AC9DF;Mikhail Frunze;;mikhail frunze;mikhailfrunze;mikhail frunze;;;1980;135.8;16.8;400;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Mikhail_Frunze_(Schiff);268617530
CAN-38FEEAEFF1A4;Mikhail Godenko;Borodin;mikhail godenko;mikhailgodenko;mikhail godenko;;;1956;80.22;12.5;233;;Krasnojarsk;;Sowjetunion → Russland;;268617530
CAN-6ACC1AEFCE1E;Mikhail Kutuzov;;mikhail kutuzov;mikhailkutuzov;mikhail kutuzov;;;1957;95.8;14.3;140;Tsezar Travel;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-E5A68BF078C2;Mikhail Lermontov;Kazbek;mikhail lermontov;mikhaillermontov;mikhail lermontov;;;1958;95.8;14.3;339;;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-F3BBB78956CC;Mikhail Sholokhov;;mikhail sholokhov;mikhailsholokhov;mikhail sholokhov;;8521919;1985;129.1;16.7;260;Doninturflot;Nischni Nowgorod;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Mikhail_Sholokhov_(Schiff,_1985);268617530
CAN-F2BBB3F43448;Mikhail Svetlov;;mikhail svetlov;mikhailsvetlov;mikhail svetlov;;;1986;90.4;15.0;160;Alrosa Hotels;Jakutsk;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Mikhail_Svetlov_(Schiff,_1985);268617530
CAN-BB10E6E10CBA;Mikhail Tanich;N. Shchors;mikhail tanich;mikhailtanich;mikhail tanich;;;1962;96.27;14.98;227;;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-2518FB2074CC;Minerva;Steigenberger Minerva;minerva;minerva;minerva;;;2009;72.0;14.0;152;Travcotels;;;Agypten;https://de.wikipedia.org/wiki/Minerva;268617530
CAN-EDC94462045B;Miriam;;miriam;miriam;miriam;;;1997;72.0;13.6;110;Spring Tours;;;Agypten;https://de.wikipedia.org/wiki/Miriam;268617530
CAN-6C7DDC12EEEB;Misr;E.T. 6;misr;misr;misr;;;1918;63.0;13.0;40;Mövenpick Nile Cruises;;;Agypten;https://de.wikipedia.org/wiki/Misr;268617530
CAN-A2AA04488CEA;Mississippi Queen;;mississippi queen;mississippiqueen;mississippi queen;;8643066;1976;;;;;;;Vereinigte Staaten;;268617530
CAN-A5842D345904;Mistral;;mistral;mistral;mistral;;;1999;110.0;11.4;158;CroisiEurope;Tain L’Hermitage;FR;Frankreich;;268617530
CAN-C731B909EF2D;Modigliani;;modigliani;modigliani;modigliani;01823030;;2001;110.0;11.4;158;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-6FADE7248246;Moldavia;Moldaviya;moldavia;moldavia;moldavia;42000002;;1979;115.66;16.98;150;UDP;Ismajil;UA;Sowjetunion → Ukraine;;268617530
CAN-82BE6D0225B7;Moldaviya;;moldaviya;moldaviya;moldaviya;;;1953;80.22;12.5;233;;Trabzon;TR;Sowjetunion → Turkei;https://de.wikipedia.org/wiki/Moldaviya;268617530
CAN-41B158D3B79F;Mona Lisa;;mona lisa;monalisa;mona lisa;01822875;;2000;81.78;9.5;100;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-67C594107EE9;Monarch Countess;Avalon Felicity;monarch countess;monarchcountess;monarch countess;02332007;;2010;110.0;11.45;138;Gate 1 Travel;Hamburg;DE;Deutschland;;268617530
CAN-6F4D6FCC6CC8;Monarch Duchess;Avalon Luminary;monarch duchess;monarchduchess;monarch duchess;02332637;;2010;110.0;11.45;138;Gate 1 Travel;Hamburg;DE;Deutschland;;268617530
CAN-5FE399834718;Monarch Empress;;monarch empress;monarchempress;monarch empress;02336564;;2015;110.0;11.45;144;Gate 1 Travel;Hamburg;DE;Deutschland;;268617530
CAN-1C155AEC786D;Monarch Governess;Avalon Affinity;monarch governess;monarchgoverness;monarch governess;02330846;;2009;110.0;11.45;138;Gate 1 Travel;Hamburg;DE;Deutschland;;268617530
CAN-8C6430E7AC43;Monarch Princess;Avalon Creativity;monarch princess;monarchprincess;monarch princess;02331194;;2009;110.0;11.45;138;Gate 1 Travel;Hamburg;DE;Deutschland;;268617530
CAN-2AE720B20EF8;Monet;;monet;monet;monet;01822874;;1999;110.0;11.4;154;CroisiEurope;Straßburg;FR;Frankreich;https://de.wikipedia.org/wiki/Monet_(Schiff);268617530
CAN-AB4D35D0212C;Monica;Montasser I;monica;monica;monica;;;1992;74.0;14.0;132;Red Sea Group;;;Agypten;;268617530
CAN-E7190CB78D3F;Monte Carlo;Alexia|Zen Monte Carlo;monte carlo;montecarlo;monte carlo;;;1992;72.0;14.0;136;Sakkara Group;;;Agypten;https://de.wikipedia.org/wiki/Monte_Carlo;268617530
CAN-0D0218CDE408;Moon Goddess;Sonesta Moon Goddess;moon goddess;moongoddess;moon goddess;;;2000;72.0;14.0;106;Sonesta Cruise Collection;;;Agypten;;268617530
CAN-F3FD640D8832;Mövenpick Hamees;Hamees;movenpick hamees;movenpickhamees;movenpick hamees;;;2001;72.0;14.0;134;Al Salouma Travel;Kairo;;Agypten;;268617530
CAN-074FAEFF9B66;Mövenpick Sunray;Sunray;movenpick sunray;movenpicksunray;movenpick sunray;;;2003;72.0;14.2;134;Al Salouma Travel;Kairo;;Agypten;;268617530
CAN-D5B83040AA4E;Mstislav Rostropovich;Mikhail Kalinin;mstislav rostropovich;mstislavrostropovich;mstislav rostropovich;;;1981;135.75;16.8;220;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-A4F1269C2B8C;Musorgskiy;;musorgskiy;musorgskiy;musorgskiy;;;1956;80.22;12.5;233;;Moskau;;Sowjetunion;;268617530
CAN-C9364D6724A3;Mustai Karim;;mustai karim;mustaikarim;mustai karim;;;2017;141.15;16.8;329;Vodohod;St. Petersburg;;Russland;;268617530
CAN-75492EEB1DAE;M. V. Lomonosov;Olekma;mv lomonosov;mvlomonosov;lomonosov;;;1962;77.91;15.2;;;Moskau;;Sowjetunion → Russland;;268617530
CAN-07A823A1DABF;My Story;Holland Pearl|Austria, Bonaventura Pearl, Danube Pearl, Papageno, Aurora, Basilea Danubia;my story;mystory;story;07001704;;1971;104.64;11.61;174;Euro Shipping Voyages;Bemmel;NL;Niederlande → Deutschland → Schweiz → Niederlande;https://de.wikipedia.org/wiki/My_Story;268617530
