candidate_id;name;former_names;name_key;name_key_compact;name_key_without_prefix;eni;imo;year_built;length_m;width_m;passengers;operator;home_port;flag;flag_text;article_url;source_revision_id
CAN-7D0C8E02C5B1;N. A. Nekrasov;Sergo Ordzhonikidze;n a nekrasov;nanekrasov;n a nekrasov;;;1961;96.27;14.98;312;Infoflot;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-1E6918F70F50;N. V. Gogol;;n v gogol;nvgogol;n v gogol;;;1911;70.7;14.0;53;;Sewerodwinsk;;Russland → Russische Sozialistische Föderative Sowjetrepublik → Sowjetunion → Russland;https://de.wikipedia.org/wiki/N._V._Gogol;268617530
CAN-BBF3E13F397F;N. V. Gogol;;n v gogol;nvgogol;n v gogol;;;1959;95.8;14.3;339;Gamma;Perm;;Sowjetunion → Russland;;268617530
CAN-CA60AE90FAAE;Nestroy;;nestroy;nestroy;nestroy;07001848;;2007;124.85;11.45;230;Swiss Cruises International;Basel;CH;Schweiz;;268617530
CAN-0C35B221391E;Nikolay Chernyshevskiy;;nikolay chernyshevskiy;nikolaychernyshevskiy;nikolay chernyshevskiy;;8131520;1981;125.0;16.7;267;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-07C265F99C41;Nikolay Karamzin;Sovetskaya Konstitutsiya;nikolay karamzin;nikolaykaramzin;nikolay karamzin;;8131518;1981;125.0;16.7;300;MosTurFlot;Moskau;;Sowjetunion → Russland;;268617530
CAN-7DF2B4690401;Nile Beauty;;nile beauty;nilebeauty;nile beauty;;;1983;61.5;13.0;120;Orient Hotels & Resorts;;;Agypten;;268617530
CAN-8C9FEF41F51A;Nile Bride;;nile bride;nilebride;nile bride;;;1990;71.0;10.0;100;;;;Agypten;;268617530
CAN-6319EB22289E;Nile Capital;;nile capital;nilecapital;nile capital;;;2023;76.0;15.0;;;;;Agypten;;268617530
CAN-502CE30AB867;Nile Crown III;;nile crown iii;nilecrowniii;nile crown iii;;;2003;72.0;14.4;120;Isis Travel;;;Agypten;;268617530
CAN-95566D73A1D8;Nile Diva;Atlas|Lady Karin|Royal Club;nile diva;nilediva;nile diva;;;1982;;;40;Flash Tours;;;Agypten;;268617530
CAN-8F1DDEBEE54E;Nile Dolphin;;nile dolphin;niledolphin;nile dolphin;;;2007;72.0;15.0;130;Red Sea Group;;;Agypten;;268617530
CAN-3C0E417E4E9A;Nile Goddess;Sonesta Nile Goddess;nile goddess;nilegoddess;nile goddess;;;1989;77.0;13.0;106;Sonesta Cruise Collection;;;Agypten;;268617530
CAN-C826B940E589;Nile Imperial;JAZ Imperial|The Imperial;nile imperial;nileimperial;nile imperial;;9008380;1991;71.5;14.4;98;Travcotels;;;Agypten;;268617530
CAN-2914D52A0680;Nile Jewel;;nile jewel;nilejewel;nile jewel;;;1988;65.5;11.5;110;Italian Express Nile Cruises;;;Agypten;;268617530
CAN-611AAB869E41;Nile Marquise;;nile marquise;nilemarquise;nile marquise;;;1992;72.0;14.5;135;Song of Egypt Co;;;Agypten;;268617530
CAN-0FC6A67A79E8;Nile Monarch;;nile monarch;nilemonarch;nile monarch;;;1991;70.5;11.4;84;Travcotels;;;Agypten;;268617530
CAN-018CDC0DA161;Nile Paradise;;nile paradise;nileparadise;nile paradise;;;2008;72.0;14.0;140;Travel In;;;Agypten;;268617530
CAN-4CA6097C297A;Nile Plaza;;nile plaza;nileplaza;nile plaza;;;1991;72.0;12.0;110;Presidential Nile Cruises;;;Agypten;;268617530
CAN-286693797F18;Nile Story;;nile story;nilestory;nile story;;;2004;72.0;14.2;148;;;;Agypten;;268617530
CAN-34B1BC4AE3EA;Nile Style;Calimera Nule Style;nile style;nilestyle;nile style;;;1999;72.0;14.2;150;Alahlia for Nile Cruises;;;Agypten;;268617530
CAN-B7EA26B002C3;Nile Supreme;;nile supreme;nilesupreme;nile supreme;;9056959;1993;72.0;14.0;144;Al Salouma Travel;Kairo;;Agypten;;268617530
CAN-DE363ED9559C;Nile Symphony;;nile symphony;nilesymphony;nile symphony;;;1979;72.0;12.8;107;Presidential Nile Cruises;;;Agypten;;268617530
CAN-174473C71A4E;Nile Treasure;;nile treasure;niletreasure;nile treasure;;8903832;1992;72.4;12.7;120;Cyan Hotels & Cruises;;;Agypten;;268617530
CAN-A4E80F2879E3;Nile View;Miss Esadora;nile view;nileview;nile view;;;2000;73.0;14.2;134;;;;Agypten;;268617530
CAN-1F5EEDB0E00C;Nile Vision;Santarita;nile vision;nilevision;nile vision;;;2003;73.0;14.0;110;Dynasty Floating Hotels & Restaurants;;;Agypten;https://de.wikipedia.org/wiki/Nile_Vision;268617530
CAN-D9C98E84EC09;Nizhny Novgorod;Sovetskaya Rossiya;nizhny novgorod;nizhnynovgorod;nizhny novgorod;;7617785;1977;125.0;16.7;246;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-325675280F48;Normandie;;normandie;normandie;normandie;02327268;;1989;91.2;10.5;108;Cruiselines Nijmegen;Heesch;NL;Niederlande;;268617530
CAN-B19189CEE8EA;Ocharovannyy Strannik;Andrey Vyshinskiy|Taras Shevchenko, Sergey Kuchkin, Taras Shevchenko;ocharovannyy strannik;ocharovannyystrannik;ocharovannyy strannik;;;1956;95.8;14.3;150;Kazan Shipping;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-C08AB3D5C624;Ogni Bolshogo Goroda;25 Syezd KPSS|Lesya Ukrai’nka|Lesya Ukrainka;ogni bolshogo goroda;ognibolshogogoroda;ogni bolshogo goroda;;7608526;1977;125.0;16.7;230;Orthodox Cruise Company;Nischni Nowgorod;UA;Sowjetunion → Ukraine → Russland;;268617530
CAN-9ADB07C40FB8;Oktyabrskaya Revolyutsiya;;oktyabrskaya revolyutsiya;oktyabrskayarevolyutsiya;oktyabrskaya revolyutsiya;;;1957;96.27;14.98;294;Oka;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-1562774E4882;Olympia;Venezia, Thurgau;olympia;olympia;olympia;08046009;;1984;88.5;10.5;100;Piz Olympia GmbH;Basel;CH;Schweiz → Luxemburg → Schweiz;;268617530
CAN-23E1C9D692A1;Omar El Khayam;;omar el khayam;omarelkhayam;omar el khayam;;;2008;113.0;17.0;160;Travco Group;;;Agypten;https://de.wikipedia.org/wiki/Omar_El_Khayam;268617530
CAN-78A8369C565B;Oscar Wilde;;oscar wilde;oscarwilde;oscar wilde;07002066;;2017;135.0;11.45;176;Scylla (Rivieratravel);Basel;CH;Schweiz;;268617530
CAN-BDD765E0F8CE;Patria;Hoesch 1|Georg Reitz 1, Ruhr;patria;patria;patria;02312744;;1940;67.18;7.67;72;Sail & Cruises;Zutphen;NL;Deutschland → Niederlande;;268617530
CAN-A43DD691E442;Paukan 1947;;paukan 1947;paukan1947;paukan 1947;;;1947;45.72;11.5;32;Ayravata Cruise Company;;;Myanmar;;268617530
CAN-9E192BC9CACD;Paukan 2007;;paukan 2007;paukan2007;paukan 2007;;;2007;55.78;11.58;55;Ayravata Cruise Company;;;Myanmar;;268617530
CAN-D077184CBB23;Pavel Bazhov;Vilgelym Pik;pavel bazhov;pavelbazhov;pavel bazhov;;;1961;95.8;14.3;228;Kama-Reederei;Perm;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Pavel_Bazhov;268617530
CAN-37A017CE120B;Peresvet;Anton Rubinshtein;peresvet;peresvet;peresvet;;;1956;80.22;12.5;233;;Krasnojarsk;;Sowjetunion → Russland;;268617530
CAN-0FC1D812278D;Petr Pervyy;Ivan Susanin;petr pervyy;petrpervyy;petr pervyy;;;1960;95.8;14.3;;RPKnP;Moskau;;Sowjetunion → Russland;;268617530
CAN-2975610B4335;Petrokrepost;N. K. Krupskaya;petrokrepost;petrokrepost;petrokrepost;;;1961;95.8;14.3;;DonInturFlot;Rostow am Don;;Sowjetunion → Russland;;268617530
CAN-6220C69E9307;Poseidon;Wilhelm Tell;poseidon;poseidon;poseidon;02205549;;1979;78.0;10.48;104;Vof. Poseidon;Zwijndrecht;NL;Niederlande → Schweiz → Niederlande;;268617530
CAN-016121DE327E;Premium;Nile Premium;premium;premium;premium;;;2006;72.0;14.2;120;Alahla for Nile Cruises;;;Agypten;;268617530
CAN-498A13E05B01;Prezident;Sergey Lazo;prezident;prezident;prezident;;;1961;96.27;14.98;146;Sputnik-Germes;Moskau;;Sowjetunion → Russland;;268617530
CAN-D5B9C2D94202;Prikamye;Dobrynya Nikitich;prikamye;prikamye;prikamye;;;1957;95.8;14.3;130;RusParohod;Moskau;;Sowjetunion → Russland;;268617530
CAN-F022B1664649;Primadonna;Delphin Queen;primadonna;primadonna;primadonna;09240010;;1998;113.4;17.4;198;Conti Flussschifffahrts GmbH;Passau;DE;Malta → Deutschland;https://de.wikipedia.org/wiki/Primadonna_(Schiff);268617530
CAN-1D0A4257353E;Prince Omar;;prince omar;princeomar;prince omar;;8892887;1988;71.0;13.0;140;;;;Agypten;;268617530
CAN-A16DEB52FD2C;Princess;Husumer Krabbe|Sankt Halivard;princess;princess;princess;02323525;;1981;80.0;9.5;98;Cruisifix BV;Wijhe;NL;Deutschland → Niederlande;;268617530
CAN-537ACE07EDE6;Princess Sarah;Louvre II;princess sarah;princesssarah;princess sarah;;;2005;72.0;14.2;138;Extension Group;;;Agypten;;268617530
CAN-8B0BD49D9A18;Princess Sophie;Princesse Sissi;princess sophie;princesssophie;princess sophie;01822735;;1994;105.0;10.14;152;Vof. Poseidon;Basel;CH;Frankreich → Schweiz;;268617530
CAN-A4F6B2E10F93;Princesse d’Aquitaine;;princesse d aquitaine;princessedaquitaine;princesse d aquitaine;;;2001;110.0;11.4;158;CroisiEurope;;FR;Frankreich;;268617530
CAN-669057AA7FC2;Princesse de Provence;;princesse de provence;princessedeprovence;princesse de provence;05113740;;1992;110.0;11.2;150;;;DE;Deutschland;https://de.wikipedia.org/wiki/Princesse_de_Provence;268617530
CAN-69C4FDCD72E7;Princesse du Nil;Princess Amira;princesse du nil;princessedunil;princesse du nil;;;1989;72.0;12.2;128;;;;Agypten;;268617530
CAN-DC4B0B54F0A2;Prins Willem-Alexander;;prins willem alexander;prinswillemalexander;prins willem alexander;02325776;;2003;84.9;9.7;100;Varende Recreatie Stichting;Harderwijk;NL;Niederlande;;268617530
CAN-E95CAEF64AAD;Prinses Christina;;prinses christina;prinseschristina;prinses christina;02326420;;1969;70.6;9.25;118;Trans River Line;Rotterdam;NL;Niederlande;;268617530
CAN-AC411554A580;Prinses Irene;Stadt Köln|Stadt Lauenburg;prinses irene;prinsesirene;prinses irene;;;1896;58.0;6.35;96;Redirij Ketel;Zutphen;NL;Deutschland → Niederlande;;268617530
CAN-5FFF195ACE2F;Prinses Juliana;;prinses juliana;prinsesjuliana;prinses juliana;07001270;;1976;94.8;10.9;142;River Cruise AG;Basel;CH;Niederlande → Schweiz;;268617530
CAN-CEA95C06F077;Printsesa Dnipra;Yevgeniy Vuchetich;printsesa dnipra;printsesadnipra;printsesa dnipra;;;1976;125.0;16.7;260;Tschervona Ruta;Cherson;UA;Sowjetunion → Ukraine;;268617530
CAN-0241F087E709;Prinzessin Isabella;River Odyssey;prinzessin isabella;prinzessinisabella;prinzessin isabella;04804660;;2002;125.5;11.4;170;Phoenix Reisen;Valletta;MT;Deutschland → Malta;;268617530
CAN-FEAA66D7EF5C;Prinzessin Katharina;Prinzessin von Preußen;prinzessin katharina;prinzessinkatharina;prinzessin katharina;09948003;;1990;110.0;11.2;144;Marine Cruise Company Caravella, Phoenix GmbH;Valletta;MT;Malta;;268617530
CAN-23B798F6F2AB;Prinzessin Sisi;Viking Star|Classica;prinzessin sisi;prinzessinsisi;prinzessin sisi;09948009;;2000;111.24;11.4;160;SE-Tours;Valletta;MT;Malta;;268617530
CAN-033EE28456A9;Provence;;provence;provence;provence;01830675;;2002;89.0;9.45;46;Grand Circle Cruise Line;Lyon;FR;Frankreich;;268617530
CAN-B819CC7C76EF;Pyotr Alabin;Kirgiziya;pyotr alabin;pyotralabin;pyotr alabin;;;1954;80.22;12.5;180;Sputnik-Germes;Samara;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Pyotr_Alabin;268617530
CAN-190532245D1E;Queen Isabel;;queen isabel;queenisabel;queen isabel;;;2013;79.0;11.5;118;Uniworld River Cruises;Porto;PT;Portugal;;268617530
CAN-B5956609C8FC;Queen Isis;;queen isis;queenisis;queen isis;;;1991;56.0;11.5;98;;;;Agypten;;268617530
CAN-0EE4C077C93B;Queen of Hansa;;queen of hansa;queenofhansa;queen of hansa;;;2000;72.0;14.5;134;Cyan Hotels & Cruises;;;Agypten;;268617530
CAN-09598E1A3D6E;Quest Al Andalus;Quest|Quest Andalus|Nile Quest;quest al andalus;questalandalus;quest al andalus;;9071741;2001;73.0;14.0;120;Escapade Travel;;;Agypten;;268617530
CAN-845F8F758906;Quo Vadis;;quo vadis;quovadis;quo vadis;02003103;;1939;45.0;6.6;24;Hanzecharter;Groningen;NL;Niederlande;;268617530
CAN-E5D769677ADD;Ra I;Ra;ra i;rai;ra i;;;1988;73.0;11.8;144;Eastmar Travel;;;Agypten;;268617530
CAN-197A3E220AED;Radamis;;radamis;radamis;radamis;;;1991;72.0;13.5;130;Radamis Nile Cruises;;;Agypten;;268617530
CAN-4B1FCDBB9870;Radamis II;;radamis ii;radamisii;radamis ii;;9086540;2002;72.0;13.8;148;Radamis Nile Cruises;;;Agypten;;268617530
CAN-26A741453721;Radyansykyy Soyuz;;radyansykyy soyuz;radyansykyysoyuz;radyansykyy soyuz;;;1958;80.22;14.0;233;;Kiew;;Sowjetunion;;268617530
CAN-CF8F358CCA5C;Rajmahal;;rajmahal;rajmahal;rajmahal;;;2014;51.09;10.4;40;Assam Bengal Navigation Company;Guwahati, Assam;;Indien;;268617530
CAN-6BEF57482AAB;Ramses of Egypt;;ramses of egypt;ramsesofegypt;ramses of egypt;;;1984;53.0;10.3;;;;;Agypten;;268617530
CAN-E7B9E14F4BEA;Rasputin;Rossiya|Rossich;rasputin;rasputin;rasputin;;;1952;80.22;12.5;233;;Kimry;;Sowjetunion → Russland;;268617530
CAN-1CC3000C1CCB;Raymonde;;raymonde;raymonde;raymonde;;;2014;40.0;5.7;22;CroisiEurope;;FR;Frankreich;;268617530
CAN-FCA89B3F7F89;Regina Rheni;Viking Rhône|Viking Seine, Spirit of Caledonia;regina rheni;reginarheni;regina rheni;02324591;;2000;111.24;11.4;160;Rijfers River Cruises;Amsterdam;NL;Deutschland → Niederlande;;268617530
CAN-1A5DFD1E12F6;Rembrandt van Rijn;Ursula II;rembrandt van rijn;rembrandtvanrijn;rembrandt van rijn;02319818;;1985;109.75;10.5;125;Tondia BV;Zwijndrecht;NL;Schweiz → Niederlande;;268617530
CAN-00CBE5156FE1;Renaissance;;renaissance;renaissance;renaissance;;;2000;72.0;13.5;152;;;;Agypten;https://de.wikipedia.org/wiki/Renaissance;268617530
CAN-7E58EBE36ADE;Renoir;Mistral;renoir;renoir;renoir;01822865;;1999;110.0;11.4;158;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-96BBC40AB371;Rex-Rheni;;rex rheni;rexrheni;rex rheni;02007993;;1979;90.5;11.4;149;King River Cruise;Arnheim;NL;Deutschland → Niederlande;;268617530
CAN-49FA0A249ED0;Rhein Melodie;Viking Sun;rhein melodie;rheinmelodie;rhein melodie;04803570;;2005;131.8;11.4;198;Nicko Cruises;Oberwesel;DE;Deutschland;;268617530
CAN-18CDDB3D65C1;Rhein Prinzessin;River Symphony;rhein prinzessin;rheinprinzessin;rhein prinzessin;07001717;;1998;110.0;11.4;140;Rhein Prinzessin AG;Valletta;MT;Schweiz → Malta;;268617530
CAN-2F6D6B530B02;Rhein Symphonie;Viking Helvetia;rhein symphonie;rheinsymphonie;rhein symphonie;04804700;;2006;131.8;11.4;196;Nicko Cruises;Wiebelsheim;DE;Deutschland;;268617530
CAN-19F323070295;Rhine Princess;Schwabenland|Ursula;rhine princess;rhineprincess;rhine princess;07000661;;1960;83.27;10.94;120;Princess River Cruise;Basel;CH;Deutschland → Schweiz;;268617530
CAN-48DEB0C25AB2;Rhone Princess;;rhone princess;rhoneprincess;rhone princess;01823026;;2001;110.0;11.4;120;CroisiEurope;Straßburg;FR;Frankreich;;268617530
CAN-ED13B6E0CB8E;Rigoletto;Wilhelm Tell;rigoletto;rigoletto;rigoletto;02325887;;1987;105.0;10.5;120;Vof. Sijbrands-Faasen;Malden;NL;Schweiz → Niederlande;https://de.wikipedia.org/wiki/Rigoletto_(Schiff,_1987);268617530
CAN-359AA1BA1893;Rikhard Zorge;Sungari;rikhard zorge;rikhardzorge;rikhard zorge;;;1963;77.91;15.2;311;;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-93D118B83F32;Rimskiy-Korsakov;;rimskiy korsakov;rimskiykorsakov;rimskiy korsakov;;;1956;80.22;12.5;180;Irtysch-Reederei;Omsk;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Rimskiy-Korsakov;268617530
CAN-9488F2577467;River Adagio;;river adagio;riveradagio;river adagio;07001803;;2003;125.5;11.4;164;Grand Circle Travel;Valletta;MT;Schweiz → Malta;;268617530
CAN-A75BC224A9F1;River Allegro;Dresden;river allegro;riverallegro;river allegro;04031940;;1991;110.0;11.1;90;Grand Circle Travel;Valletta;MT;Deutschland → Malta;;268617530
CAN-34AC95A50AC6;River Ambassador;;river ambassador;riverambassador;river ambassador;02320666;;1993;109.82;11.4;146;Uniworld River Cruises;Arnheim;NL;Niederlande;;268617530
CAN-1416ABC188C9;River Anuket;A Sara|Hapi III;river anuket;riveranuket;river anuket;;;2001;72.0;14.4;136;;;;Agypten;;268617530
CAN-6C22D3493D09;River Aria;;river aria;riveraria;river aria;07001740;;2001;125.5;11.4;164;Grand Circle Travel;Valletta;MT;Schweiz → Malta;;268617530
CAN-CBCDF4578569;River Art;Royal Gloriana;river art;riverart;river art;07001812;;2005;110.0;11.4;134;Alpina River Cruises;Basel;CH;Niederlande → Schweiz;;268617530
CAN-F4604EE310B1;River Baroness;Queen of Holland;river baroness;riverbaroness;river baroness;02321750;;1995;110.0;11.4;144;Uniworld River Cruises;Rotterdam;NL;Niederlande;;268617530
CAN-77AC4A82B611;River Chanson;River Cloud II;river chanson;riverchanson;river chanson;04800450;;2001;103.0;9.8;88;Grand Circle Cruise Line;Valletta;MT;Malta;;268617530
CAN-34651AC4DFC4;River Concerto;;river concerto;riverconcerto;river concerto;07001728;;2000;110.0;11.4;148;Grand Circle Travel;Valletta;MT;Schweiz → Malta;;268617530
CAN-729CEBA95715;River Countess;;river countess;rivercountess;river countess;07001802;;2002;110.0;11.4;138;Uniworld River Cruises;Basel;CH;Schweiz;;268617530
CAN-D8C02E633CD1;River Discovery II;;river discovery ii;riverdiscoveryii;river discovery ii;02334834;;2012;135.0;11.45;176;Vantage Deluxe World Travel;Köln;DE;Deutschland;;268617530
CAN-5C51483E722E;River Duchess;;river duchess;riverduchess;river duchess;07001805;;2003;110.0;11.4;138;Uniworld River Cruises;Basel;CH;Schweiz;;268617530
CAN-20F610609A4B;River Empress;;river empress;riverempress;river empress;07001746;;2002;110.0;11.4;134;Uniworld River Cruises;Basel;CH;Schweiz;;268617530
CAN-2A2211CACB33;River Harmony;;river harmony;riverharmony;river harmony;07001721;;1999;110.0;11.4;140;Grand Circle Travel;Valletta;MT;Schweiz → Malta;;268617530
CAN-D4CF0975A765;River Navigator;;river navigator;rivernavigator;river navigator;04804650;;1999;110.0;11.4;140;KD Cruise Services;Valletta;MT;Deutschland → Malta;;268617530
CAN-CAA9A096B674;River Princess;;river princess;riverprincess;river princess;02325078;;2001;110.0;11.4;138;Uniworld River Cruises;Rheinfelden;CH;Niederlande → Schweiz;;268617530
CAN-B09CAD336940;River Queen;;river queen;riverqueen;river queen;02323692;;1999;109.82;11.4;132;Uniworld River Cruises;Rotterdam;NL;Niederlande;https://de.wikipedia.org/wiki/River_Queen_(Schiff,_1999);268617530
CAN-068330FB4958;River Rhapsody;;river rhapsody;riverrhapsody;river rhapsody;07001722;;1999;110.0;11.4;140;Grand Circle Travel;Valletta;MT;Schweiz → Malta;;268617530
CAN-BF252725A335;River Sapphire;Avalon Tapestry|Vienna I|Travelmarvel Sapphire|WT Sapphire;river sapphire;riversapphire;river sapphire;09948012;;2006;135.0;11.42;164;;;;;;268617530
CAN-9D89F81D85F5;River Splendor;;river splendor;riversplendor;river splendor;02334836;;2013;135.0;11.45;176;Vantage Deluxe World Travel;Hamburg;DE;Deutschland;;268617530
CAN-7FF17CEFCF48;River Venture;;river venture;riverventure;river venture;02334835;;2012;110.0;11.45;134;Vantage Deluxe World Travel;Hamburg;DE;Deutschland;;268617530
CAN-FF42F268C49D;River Voyager;;river voyager;rivervoyager;river voyager;02336621;;2012;135.0;11.45;176;Vantage Deluxe World Travel;Köln;DE;Deutschland;;268617530
CAN-FCBFF1B877D6;Riverside Bach;;riverside bach;riversidebach;riverside bach;04812680;;2017;135.0;11.4;110;Crystal River Cruises;;MT;Malta;;268617530
CAN-88F0F4FDEF1A;Riverside Debussy;;riverside debussy;riversidedebussy;riverside debussy;04812690;;2018;135.0;11.4;110;Crystal River Cruises;Valletta;MT;Malta;;268617530
CAN-B177C8036EAA;Riverside Mahler;;riverside mahler;riversidemahler;riverside mahler;04812700;;2017;135.0;11.4;110;Crystal River Cruises;Valletta;MT;Malta;;268617530
CAN-720370CAF76B;Riverside Mozart;DERTOUR Mozart|Crystal Mozart;riverside mozart;riversidemozart;riverside mozart;04805980;;1987;120.6;22.86;207;Riverside Luxury Cruises;Valletta;MT;Deutschland → Malta;;268617530
CAN-80B2B7623CD6;Riverside Ravel;;riverside ravel;riversideravel;riverside ravel;04812710;;2018;135.0;11.4;110;Crystal River Cruises;Valletta;MT;Malta;;268617530
CAN-D525482ECB64;Road to Mandalay;Nederland|Rhine Princess, Globus, Elbresidenz;road to mandalay;roadtomandalay;road to mandalay;;;1964;101.62;11.6;83;Belmond Ltd.;Rangun;DE;Deutschland → Myanmar;https://de.wikipedia.org/wiki/Road_to_Mandalay;268617530
CAN-121ABC97427D;Rodnaya Rus;Klement Gotvald|Professor Lukachev, Yekaterina Velikaya;rodnaya rus;rodnayarus;rodnaya rus;;;1961;96.27;14.98;312;Sputnik-RMK;Perm;;Sowjetunion → Russland;;268617530
CAN-0A8B2C13283B;Rossini;Donauprinzessin;rossini;rossini;rossini;05116760;;1983;111.0;15.4;215;Favorit Reisen;Heilbronn;DE;Deutschland;https://de.wikipedia.org/wiki/Rossini_(Schiff);268617530
CAN-2CE397D7393D;Rossiya;Sovetskaya Rossiya;rossiya;rossiya;rossiya;;7638155;1978;125.0;16.7;216;Grand Circle Cruise Line;Moskau;UA;Sowjetunion → Ukraine → Russland;https://de.wikipedia.org/wiki/Rossiya_(Schiff,_1978);268617530
CAN-014A1376AD27;Rotterdam;Delaware;rotterdam;rotterdam;rotterdam;07001417;;1969;75.53;10.42;109;Batavier River Line;Basel;CH;Niederlande → Schweden → Schweiz;;268617530
CAN-5DC8FAA93B00;Rousse;;rousse;rousse;rousse;47000014;;1983;113.5;16.0;218;Dunav Tours;Russe;BG;Bulgarien;;268617530
CAN-E6F7BC257B20;Rousse Prestige;;rousse prestige;rousseprestige;rousse prestige;08923002;;2004;110.0;11.4;156;Dunav Tours;Russe;BG;Bulgarien;;268617530
CAN-C4F0EADF9AB4;Royal Adventure;Queen of the Nile|King of the Nile;royal adventure;royaladventure;royal adventure;;;1997;71.5;14.4;130;;;;Agypten;;268617530
CAN-8BF6D2D5700F;Royal Crown;River Cloud;royal crown;royalcrown;royal crown;07001647;;1996;109.9;11.4;90;Euro Shipping Voyages;Hamburg;DE;Deutschland;;268617530
CAN-4B74B258A7A1;Royal Elite;Nile Elite|Lookea Nile;royal elite;royalelite;royal elite;;8918007;1993;72.0;14.3;144;;;;Agypten;;268617530
CAN-38977C08E611;Royal Emerald;Scenic Emerald;royal emerald;royalemerald;royal emerald;04806790;;2008;135.0;11.4;171;Werner Tours;Valletta;MT;Malta;;268617530
CAN-372EF0983F1C;Royal Lily;;royal lily;royallily;royal lily;;;2007;74.5;14.0;120;Nile Exploration Corp;;;Agypten;;268617530
CAN-E5167425B2D9;Royal Lotus;;royal lotus;royallotus;royal lotus;;;2005;74.0;14.0;124;Nile Exploration Corp;;;Agypten;;268617530
CAN-396D5FCE92E4;Royal Ruby II;Ruby|Nile Ruby;royal ruby ii;royalrubyii;royal ruby ii;;;1999;72.5;14.5;140;Nile Sun Cruises;;;Agypten;;268617530
CAN-4EE4CBDDA0EF;Royal Viking;;royal viking;royalviking;royal viking;;;2008;72.0;14.0;140;Karma Group;;;Agypten;;268617530
CAN-3D9F3630CC39;Rus;;rus;rus;rus;;8707666;1987;129.1;16.7;318;Vodohod;Nischni Nowgorod;;Sowjetunion → Russland;https://de.wikipedia.org/wiki/Rus_(Schiff);268617530
CAN-59F1EADC8C94;Rus Velikaya;General N. F. Vatutin;rus velikaya;rusvelikaya;rus velikaya;;;1960;95.8;14.3;;;Perm;;Sowjetunion → Russland;;268617530
CAN-F684295B2659;Ryleev;Dmitriy Donskoy|Kabarginъ;ryleev;ryleev;ryleev;;;1957;95.8;14.3;;Farvater;Nischni Nowgorod;;Sowjetunion → Russland;;268617530
CAN-5A1FBC5A69A2;Salacia;;salacia;salacia;salacia;;;1990;72.0;11.0;62;Memphis Tours;;;Agypten;;268617530
CAN-F7D1559D7094;Salvinia;Uri|Heinrich Liesen II, Uri, Amicitia, Holland;salvinia;salvinia;salvinia;02315334;;1939;91.5;10.05;164;Koudenberg BV;Papendrecht;NL;Schweiz → Deutschland → Niederlande;;268617530
CAN-582F3A2AA514;Sanctuary Sun Boat IV;Sun Boat IV;sanctuary sun boat iv;sanctuarysunboativ;sanctuary sun boat iv;;;1996;72.0;12.8;80;Sanctuary Retreats;;;Agypten;;268617530
CAN-9742461254A7;Sankt-Peterburg;Vladimir Ilyich;sankt peterburg;sanktpeterburg;sankt peterburg;;;1975;125.0;16.7;296;Vodohod;Sankt Petersburg;;Sowjetunion → Russland;;268617530
CAN-1EDFDB692874;Sans Souci;Europa;sans souci;sanssouci;sans souci;02324177;;2000;82.0;9.0;81;Transocean;Peißen;DE;Niederlande → Deutschland;https://de.wikipedia.org/wiki/Sans_Souci_(Schiff);268617530
CAN-1E021B393D82;Savor;;savor;savor;savor;07001997;;2014;135.0;11.4;142;Scylla (Tauck Tours);Basel;CH;Schweiz;;268617530
CAN-1107B85E9183;Saxonia;;saxonia;saxonia;saxonia;07001736;;2001;82.0;9.5;84;Scylla (Thurgau Travel);Basel;CH;Schweiz;;268617530
CAN-3C4140888B40;Scenic Amber;;scenic amber;scenicamber;scenic amber;02336442;;2015;135.0;11.4;171;Scenic Tours;Valletta;MT;Malta;;268617530
CAN-412D423D153C;Scenic Aura;;scenic aura;scenicaura;scenic aura;;;2016;65.0;;44;Scenic Tours;;;Indien;;268617530
CAN-03AA2D242CD3;Scenic Azure;;scenic azure;scenicazure;scenic azure;;;2016;80.0;12.0;96;Scenic Tours;;PT;Portugal;;268617530
CAN-2454CA09C69B;Scenic Crystal;;scenic crystal;sceniccrystal;scenic crystal;02334159;;2012;135.0;11.4;171;Scenic Tours;Valletta;MT;Malta;;268617530
CAN-E3C79DC46DDA;Scenic Diamond;;scenic diamond;scenicdiamond;scenic diamond;02330594;;2009;135.0;11.4;169;Scenic Tours;Valletta;MT;Malta;;268617530
CAN-10B736C95876;Scenic Gem;;scenic gem;scenicgem;scenic gem;02365900;;2014;110.0;11.4;130;Scenic Tours;Valletta;MT;Malta;;268617530
CAN-A3F5315F6162;Scenic Jade;;scenic jade;scenicjade;scenic jade;02335641;;2014;135.0;11.4;171;Scenic Tours;Valletta;MT;Malta;;268617530
